date,Bremer,Carroll,Cass,Cedar,Clarke,Emmet,Floyd,Fremont,Grundy,Guthrie,Ida,Iowa,Jones,Lee,Lyon,Marion,Marshall,Mitchell,O'Brien,Osceola,Page,Pocahontas,Ringgold,Taylor,Union,Van Buren,Wapello,Winneshiek,Woodbury,Wright,Audubon,Benton,Buchanan,Buena Vista,Cerro Gordo,Clayton,Clinton,Delaware,Dubuque,Hamilton,Hardin,Harrison,Henry,Jackson,Jasper,Jefferson,Keokuk,Lucas,Madison,Mills,Monona,Montgomery,Muscatine,Polk,Tama,Washington,Adair,Boone,Chickasaw,Clay,Crawford,Des Moines,Greene,Hancock,Kossuth,Linn,Poweshiek,Sac,Scott,Sioux,Story,Unknown,Wayne,Webster,Allamakee,Appanoose,Black Hawk,Butler,Calhoun,Dallas,Davis,Dickinson,Fayette,Howard,Humboldt,Johnson,Louisa,Mahaska,Monroe,Palo Alto,Plymouth,Shelby,Warren,Winnebago,Franklin,Cherokee,Pottawattamie,Worth,Decatur,Adams
03/26/2020,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,2,1,0,2,1,0,0,6,0,0,3,1,0,2,0,0,0,0,0,1,0,6,24,4,8,1,0,0,0,0,1,0,3,1,12,4,0,7,2,2,0,0,0,7,1,5,0,0,7,0,0,1,0,0,49,0,1,0,0,0,0,1,0,0,0,3,0,0,0
03/27/2020,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,3,1,0,3,1,0,3,1,1,0,8,0,1,7,2,0,2,0,0,0,0,0,2,1,8,28,5,11,1,0,0,0,0,1,0,3,1,22,4,0,7,2,2,0,0,1,7,1,7,1,0,9,0,1,1,0,0,58,0,2,0,0,0,0,1,0,0,0,3,0,0,0
03/28/2020,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,1,0,0,1,2,3,1,0,4,2,0,4,1,1,0,12,0,1,8,2,0,3,0,1,0,0,0,2,1,10,40,8,11,1,1,0,0,0,1,0,3,1,36,5,0,10,2,2,0,0,1,7,1,6,1,0,15,0,1,2,0,0,61,0,2,0,0,0,1,1,0,0,0,3,0,0,0
03/29/2020,0,1,0,7,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,0,0,1,0,0,1,3,4,1,0,4,2,0,6,1,1,0,16,0,1,8,3,0,4,0,1,0,0,0,2,1,10,50,9,13,1,1,0,0,0,1,0,3,1,42,5,0,10,2,2,0,0,1,7,1,6,1,0,17,0,1,2,0,0,65,0,2,0,0,0,1,1,0,0,0,3,0,0,0
03/30/2020,0,1,0,8,0,0,0,0,0,1,0,3,1,0,0,0,6,0,0,0,2,0,0,1,0,1,1,3,4,1,1,7,2,0,7,1,2,0,21,0,1,8,3,1,5,0,1,0,0,0,5,1,13,61,10,18,1,1,0,0,1,1,0,3,1,71,5,0,16,2,2,0,0,1,7,1,6,1,0,21,0,1,2,0,0,70,0,2,0,0,0,3,1,0,0,0,3,0,0,0
03/31/2020,0,1,0,9,0,0,0,0,0,1,0,4,4,0,0,0,8,0,0,0,2,0,0,1,0,1,1,3,4,1,1,7,2,0,7,1,5,0,21,0,1,9,3,1,6,0,2,0,0,0,5,1,16,76,11,24,1,1,0,1,1,1,0,3,1,90,5,0,18,4,2,0,0,1,7,1,7,1,0,25,0,1,2,0,0,73,0,2,0,0,0,3,3,0,0,0,5,0,0,0
04/01/2020,0,1,0,9,0,0,0,0,0,1,0,5,4,0,0,0,8,2,0,0,2,0,0,1,0,2,1,3,4,1,1,7,2,0,8,2,6,0,22,0,1,10,5,1,7,0,2,0,1,0,5,1,18,81,14,34,1,1,0,1,1,2,0,3,1,94,6,0,21,4,4,1,0,1,7,1,7,1,0,27,0,1,2,0,0,76,0,2,0,0,0,3,4,0,0,0,5,0,0,0
04/02/2020,1,1,0,11,0,0,0,0,0,1,0,5,5,0,0,0,9,2,2,0,2,0,0,1,0,3,1,4,7,1,1,7,3,0,10,2,9,0,22,0,1,10,5,1,7,1,1,0,1,0,5,1,19,87,17,36,1,2,0,2,1,1,0,3,1,105,6,0,25,4,4,0,0,1,15,1,8,1,0,31,0,1,2,0,0,80,0,3,0,0,0,3,6,0,0,0,5,0,0,0
04/03/2020,1,1,0,11,0,0,0,0,0,1,0,5,5,0,1,0,10,2,3,0,2,0,0,1,0,5,1,4,8,1,1,7,3,0,10,3,15,0,23,0,1,10,6,2,8,2,1,0,1,0,6,1,22,100,22,43,1,2,0,2,4,1,0,3,1,118,6,0,31,5,5,0,0,1,16,1,8,1,0,33,0,1,3,0,0,83,1,3,0,0,1,5,8,0,0,0,6,0,0,0
04/04/2020,2,1,0,11,0,0,0,0,1,1,0,6,5,1,2,0,10,2,3,0,2,0,0,1,0,6,1,4,8,1,1,7,3,0,10,3,15,0,24,0,1,10,6,3,8,3,2,0,1,1,6,1,27,109,29,47,1,2,0,2,4,1,0,3,1,139,6,0,38,7,5,0,0,1,16,1,10,1,0,33,0,1,3,1,0,96,1,3,0,0,3,5,9,0,0,0,8,0,0,0
