date,Cumberland,Edgar,Effingham,Ford,Fulton,Grundy,Jackson,Kane,Kankakee,Knox,Lawrence,Lee,Mason,Menard,Ogle,Peoria,Sangamon,Scott,Vermilion,Warren,Whiteside,Adams,Bond,Clark,Clinton,Crawford,De Witt,Franklin,Hamilton,Henderson,Iroquois,Johnson,Kendall,Lake,Logan,Macon,McDonough,Mercer,Monroe,Piatt,Rock Island,Tazewell,Washington,Will,Winnebago,Woodford,Carroll,Christian,Cook,DeKalb,Edwards,Greene,Hardin,Jasper,Jersey,Jo Daviess,Madison,Marion,McHenry,Montgomery,Moultrie,Pope,Putnam,Randolph,Richland,Schuyler,Shelby,Union,Unknown,Wayne,Alexander,Boone,Bureau,Calhoun,Cass,Clay,Coles,Douglas,DuPage,Fayette,Gallatin,Hancock,Jefferson,LaSalle,Livingston,Macoupin,Marshall,Massac,McLean,Morgan,Perry,Pike,Pulaski,Saline,St. Clair,Stark,Stephenson,Wabash,White,Williamson,Champaign,Henry,Brown
05/14/2020,8,0,6,15,6,65,175,3995,874,79,4,70,16,17,174,151,292,0,29,105,112,41,10,9,155,11,4,11,2,7,107,6,518,5992,10,154,58,13,82,8,543,58,17,4090,1337,14,12,30,58457,217,2,4,1,45,18,18,461,47,1083,36,6,1,0,233,3,7,11,113,0,11,8,268,15,1,66,2,62,22,5453,17,2,12,98,113,25,41,4,6,130,34,38,1,33,6,788,1,119,1,2,52,324,62,9
05/15/2020,8,1,6,16,6,73,177,4159,893,84,4,73,16,17,174,156,300,0,29,105,113,42,11,9,159,11,4,11,2,7,111,7,531,6157,10,159,58,14,83,8,563,62,17,4277,1390,14,12,30,59905,229,2,4,1,45,18,18,464,47,1123,36,7,1,0,234,3,7,12,117,0,8,8,274,15,1,67,2,67,22,5634,19,2,12,98,117,25,41,5,6,132,35,38,1,40,6,805,1,135,1,2,51,344,64,9
05/16/2020,8,0,6,17,7,73,181,4263,893,86,4,74,16,18,174,156,314,0,29,106,119,42,11,9,162,11,4,11,2,8,114,7,559,6382,10,163,61,15,86,8,570,62,17,4312,1444,14,13,30,61212,239,2,4,1,46,18,18,481,48,1156,37,8,1,2,236,3,7,13,122,0,8,8,282,15,1,63,2,73,23,5780,19,2,12,98,121,25,41,5,6,158,35,38,1,40,6,850,1,136,1,2,52,366,64,10
05/17/2020,8,0,6,17,8,74,181,4396,893,87,4,74,16,17,174,159,318,0,30,108,122,42,11,9,161,11,4,11,2,8,117,7,563,6489,10,165,64,14,87,9,577,63,17,4388,1501,14,14,31,62218,251,2,4,1,45,18,18,490,48,1179,38,9,1,2,236,3,7,13,122,0,9,8,290,15,1,64,2,81,23,5904,19,2,12,98,120,26,41,5,6,170,36,39,1,40,6,875,1,150,1,2,52,401,64,10
05/18/2020,9,0,6,18,8,75,181,4584,957,89,4,74,16,17,180,160,319,0,31,109,123,42,11,9,161,11,4,11,2,8,118,7,579,6645,10,169,64,14,89,9,590,63,17,4508,1558,16,14,32,63690,262,2,4,1,45,19,19,493,48,1209,39,8,1,1,237,3,7,13,122,0,9,8,307,15,1,64,2,85,26,6076,19,2,13,99,121,27,41,5,6,186,36,39,1,40,6,893,2,156,1,2,52,418,65,11
05/19/2020,9,0,6,18,10,80,186,4682,967,89,4,75,16,17,184,165,323,0,30,110,126,42,12,9,165,11,4,11,2,8,119,7,602,6709,10,170,72,14,90,9,594,64,18,4577,1588,16,14,32,64691,268,2,4,1,45,19,21,499,49,1224,39,8,1,1,238,3,7,15,122,0,9,8,314,15,1,66,3,85,26,6171,19,2,12,100,121,27,42,5,6,189,35,40,1,40,6,905,2,160,1,2,52,435,65,10
05/20/2020,10,0,6,18,10,83,187,4813,992,90,4,75,16,17,184,167,323,0,31,110,131,43,12,9,167,11,4,11,2,8,119,7,635,6905,10,176,73,13,90,8,600,65,18,4718,1648,18,13,32,66213,276,2,5,1,45,20,22,502,49,1255,39,8,1,1,246,3,8,15,124,0,9,8,324,15,1,67,2,88,26,6308,19,2,12,100,130,28,41,5,6,191,34,40,1,40,6,926,2,161,1,2,55,472,64,10
05/21/2020,10,0,6,18,10,82,192,4981,1012,90,4,75,16,17,192,169,324,0,35,110,133,45,12,9,169,11,4,11,2,8,120,7,650,7128,10,182,75,14,90,9,652,65,18,4811,1684,18,13,32,67551,287,2,5,1,45,20,23,506,50,1282,38,8,1,1,246,3,8,15,124,0,9,8,343,15,1,68,2,94,26,6471,19,2,13,99,129,29,40,5,6,195,34,40,1,40,6,961,2,167,1,2,55,496,65,10
05/22/2020,10,0,6,19,10,84,197,5327,1041,93,4,75,16,17,193,176,334,0,39,112,133,44,10,10,173,11,4,11,2,8,124,7,680,7291,10,184,75,14,91,9,665,66,18,4966,1780,18,13,32,68949,307,2,5,1,45,20,24,516,50,1323,38,8,1,1,251,3,9,15,136,0,9,8,368,15,1,67,2,95,27,6744,19,2,13,99,130,30,41,5,7,195,34,40,1,40,6,983,3,173,1,2,54,515,65,10
05/23/2020,10,0,6,19,10,87,207,5575,1041,94,4,76,17,17,193,177,335,0,39,114,135,44,10,10,176,11,4,11,2,8,128,7,705,7465,10,187,79,14,91,10,671,67,18,5012,1838,18,13,33,70417,318,2,5,1,45,20,26,528,50,1360,38,9,1,1,256,3,10,16,138,0,9,8,389,15,1,67,2,98,27,6891,20,2,13,100,134,31,41,5,7,202,34,40,1,40,6,1016,3,176,1,2,54,547,66,10
05/24/2020,10,0,6,20,11,89,219,5703,1041,94,4,77,17,17,193,178,336,0,39,114,135,44,10,10,176,11,4,12,2,8,130,7,709,7615,10,187,80,14,91,11,675,67,18,5117,1925,18,13,33,72010,327,2,5,1,45,20,26,535,50,1399,39,9,1,1,258,3,10,16,139,0,9,8,393,15,1,67,2,115,28,7063,20,2,13,101,139,31,41,5,7,204,34,41,1,40,6,1079,3,187,1,2,55,556,66,10
05/25/2020,10,0,6,20,11,89,228,5846,1041,94,4,77,17,17,193,181,336,0,39,114,135,44,10,10,177,11,4,12,2,8,130,7,722,7723,10,188,83,15,92,11,680,67,18,5188,1953,18,13,33,73097,335,2,5,1,45,20,27,539,50,1427,39,10,1,1,259,3,10,16,141,0,9,8,397,15,1,67,2,116,27,7207,20,2,13,101,140,31,41,5,7,211,34,41,1,40,7,1097,3,190,2,2,55,564,67,10
05/26/2020,10,0,6,20,11,89,228,5920,1096,95,4,76,17,17,202,186,338,0,39,114,135,44,10,10,178,11,4,12,2,8,131,7,754,7767,10,188,83,15,92,12,684,68,18,5255,1993,19,13,33,73819,342,2,5,1,45,20,27,545,50,1452,39,10,1,1,259,3,10,16,141,0,9,8,407,15,1,67,2,115,28,7305,20,2,15,101,140,31,42,5,7,212,34,41,1,40,7,1117,3,195,2,2,54,569,67,10
05/27/2020,10,0,6,20,11,88,242,6000,1124,94,4,76,17,17,204,189,343,0,37,113,135,44,10,10,178,11,4,12,2,8,131,7,769,7845,10,189,83,16,93,12,686,69,18,5301,2001,19,14,33,74521,352,2,5,1,45,20,31,551,50,1475,39,10,1,1,264,3,12,16,143,0,9,8,410,15,1,68,2,119,26,7369,20,2,15,101,140,31,43,5,7,215,34,41,1,41,7,1117,3,194,2,2,57,583,67,10
05/28/2020,10,0,6,20,11,95,256,6145,1137,96,4,79,18,19,208,192,349,0,38,113,136,44,12,11,180,11,4,12,2,8,131,7,781,7933,10,192,84,16,93,12,686,71,18,5356,2091,19,14,33,75306,388,2,5,1,45,20,32,558,50,1488,39,10,1,1,267,3,12,16,151,0,9,8,424,15,1,69,2,123,26,7479,20,2,16,101,141,32,44,5,7,216,34,41,1,41,7,1167,3,199,2,2,60,596,67,10
05/29/2020,10,1,7,20,11,95,268,6235,1157,97,4,79,18,21,211,213,353,0,39,113,140,44,12,11,181,11,4,12,2,8,131,7,793,8063,10,195,87,17,94,12,691,71,18,5459,2156,19,14,33,76266,402,2,5,1,45,20,32,569,50,1514,39,11,1,1,267,3,12,16,151,0,9,8,428,15,1,71,2,125,26,7564,20,2,16,101,147,32,45,5,7,217,35,42,1,51,7,1198,3,199,2,2,64,617,68,10
05/30/2020,10,1,7,20,11,98,282,6327,1157,98,4,81,18,20,211,225,354,0,39,115,140,44,12,11,186,11,4,12,2,8,131,8,793,8238,10,194,87,17,95,11,695,73,18,5510,2209,20,16,35,77119,416,2,5,1,45,20,32,578,50,1566,39,11,1,1,269,3,13,16,155,0,9,8,441,15,1,73,2,126,27,7640,20,2,17,101,150,34,45,5,7,218,36,42,1,56,7,1217,3,201,2,2,66,627,69,10
05/31/2020,10,1,7,20,11,98,286,6408,1157,100,4,81,18,20,211,234,354,0,40,117,143,44,12,11,186,11,4,12,2,8,132,8,798,8373,10,193,88,17,95,11,698,74,18,5566,2251,21,15,35,77925,428,2,5,1,45,24,32,582,50,1566,39,11,1,1,270,3,13,16,154,0,9,8,452,15,1,73,2,127,28,7717,21,2,17,101,153,34,45,5,7,220,36,41,1,56,7,1230,3,206,2,2,67,640,69,10
06/01/2020,10,1,7,20,11,99,289,6461,1186,101,4,81,18,20,218,241,356,0,40,117,143,44,12,11,186,11,4,12,2,8,132,9,832,8456,11,194,89,17,96,11,700,74,18,5641,2290,22,15,35,78495,431,2,5,1,45,24,32,597,50,1608,39,11,1,1,269,3,13,16,155,0,9,8,463,15,1,73,2,127,28,7773,21,2,17,101,153,34,45,5,7,220,36,41,1,56,7,1257,3,209,5,2,67,646,69,10
06/02/2020,10,1,7,20,12,101,289,6514,1202,101,4,82,18,20,220,265,357,0,40,117,144,44,12,11,188,12,4,12,2,8,132,9,843,8511,11,194,91,17,96,11,717,75,18,5649,2313,22,15,35,79673,438,2,5,1,46,24,32,600,50,1636,40,11,1,1,270,3,13,16,157,0,9,8,476,15,1,74,2,127,28,7838,21,2,17,101,154,34,46,5,7,221,38,41,1,55,7,1299,3,211,5,2,68,654,69,10
06/03/2020,10,1,7,20,12,104,293,6590,1202,101,4,82,18,20,223,275,359,0,40,118,145,44,12,11,188,12,4,12,2,8,133,10,853,8562,11,195,94,17,97,11,722,78,19,5730,2354,22,15,35,80204,454,2,6,1,46,24,32,608,51,1659,40,12,1,1,271,3,13,16,168,0,9,12,481,17,1,74,2,128,28,7915,21,2,17,101,157,36,46,5,7,224,39,42,1,56,7,1331,3,210,5,2,71,662,70,10
06/04/2020,10,1,7,20,12,107,296,6638,1202,102,4,82,18,20,224,288,363,0,41,120,147,44,12,11,189,11,4,12,2,8,133,11,860,8619,11,199,93,18,98,11,725,79,19,5752,2421,22,15,35,80713,458,2,6,1,46,24,32,615,51,1672,41,12,1,1,273,4,13,16,171,0,9,12,488,17,1,74,2,129,28,7947,21,2,17,101,159,36,46,5,7,224,42,42,1,57,7,1362,3,209,6,2,74,671,70,10
06/05/2020,10,1,8,21,12,111,300,6736,1211,102,4,82,18,22,225,301,365,0,42,122,153,44,12,11,190,11,4,12,2,8,135,11,868,8683,11,200,91,18,100,11,731,81,19,5799,2501,22,17,35,81344,465,2,6,1,46,24,32,629,52,1692,41,12,1,1,273,4,13,16,171,0,9,14,498,21,1,76,2,138,28,8003,21,2,17,101,160,36,46,5,7,226,42,42,1,58,7,1404,3,211,6,2,75,677,70,10
06/06/2020,10,1,8,21,12,113,300,6793,1211,103,4,88,18,22,225,310,365,0,42,125,157,46,12,11,193,11,4,12,2,8,135,12,869,8690,10,202,92,18,100,11,739,81,20,5858,2528,22,17,35,81924,465,2,6,1,46,24,33,636,55,1718,41,12,1,1,274,4,13,16,170,0,9,15,500,21,1,73,2,138,28,8070,21,2,17,101,160,36,46,5,7,226,46,42,1,58,7,1440,3,214,12,2,76,684,70,10
06/07/2020,10,1,8,21,12,114,301,6859,1211,104,4,89,18,22,225,315,365,0,42,126,157,46,12,11,193,11,4,12,2,8,135,12,869,8768,10,202,92,18,101,12,742,81,20,5890,2562,23,17,35,82427,465,2,6,1,46,26,33,640,55,1724,41,12,1,1,274,4,13,16,170,0,9,16,504,21,1,73,2,139,28,8120,21,2,17,101,164,36,46,5,7,226,47,42,1,61,7,1450,3,216,12,2,76,686,70,10
06/08/2020,10,1,8,21,12,124,301,6906,1216,105,4,89,18,22,230,324,367,0,42,127,157,45,12,12,193,11,4,12,2,8,136,12,874,8839,10,203,92,18,104,12,746,81,20,5942,2594,23,18,35,82819,473,2,6,1,46,25,34,644,55,1744,41,13,1,1,276,4,13,16,170,724,9,15,506,21,1,74,2,139,29,8157,21,2,18,101,166,36,46,5,7,228,47,42,1,61,7,1467,3,219,12,2,77,691,71,10
06/09/2020,10,1,8,21,12,124,304,6956,1217,105,4,89,18,22,231,328,371,0,43,127,157,45,12,12,196,11,4,12,2,8,137,13,886,8890,10,203,92,18,105,11,746,88,19,5961,2619,23,19,35,83271,482,2,7,1,46,26,33,652,55,1752,41,13,1,1,276,4,13,16,170,724,9,15,507,21,1,74,2,140,29,8223,21,2,18,101,168,36,46,5,7,230,55,42,1,60,7,1490,3,220,12,2,81,701,71,10
06/10/2020,10,1,8,22,12,125,307,6956,1220,106,4,89,18,22,231,342,371,0,44,127,157,45,12,12,197,11,4,12,2,8,136,13,893,8924,10,204,93,18,105,11,753,82,19,6025,2634,23,19,35,83585,488,2,7,1,46,27,33,665,55,1776,41,14,1,1,276,4,13,16,172,724,9,16,511,22,1,74,2,142,30,8263,22,2,18,101,172,36,46,5,7,231,56,43,1,59,7,1490,3,222,12,2,81,703,71,10
06/11/2020,10,1,8,22,12,126,307,7053,1223,107,4,88,18,22,231,354,377,0,44,127,158,45,12,12,198,11,4,12,2,8,136,14,898,8962,10,206,97,18,105,11,763,82,19,6051,2669,24,18,35,83978,491,2,7,1,46,28,34,682,55,1788,41,13,1,1,276,4,13,16,172,724,9,16,515,22,1,75,2,142,30,8318,22,2,18,101,175,36,46,5,7,235,100,43,1,59,7,1546,3,223,12,2,81,708,72,10
06/12/2020,10,1,8,21,12,128,311,7074,1223,111,4,88,18,22,231,367,377,0,44,127,161,45,12,12,203,13,4,12,2,8,136,14,905,9021,10,206,102,18,106,11,770,86,19,6100,2701,24,18,35,84249,494,2,7,1,46,28,34,686,55,1810,41,13,1,1,276,4,13,16,172,861,9,16,518,22,1,77,2,142,33,8360,22,2,18,103,177,36,46,5,7,238,105,43,2,59,7,1569,3,226,12,2,80,724,72,10
06/13/2020,10,1,8,22,12,129,313,7126,1224,111,4,88,18,22,231,386,377,0,44,127,162,45,12,12,207,17,4,12,2,8,137,19,906,9033,10,207,104,18,109,11,778,89,19,6106,2730,25,19,35,84581,494,2,7,1,46,28,34,707,55,1829,41,13,1,1,278,4,13,16,172,861,9,17,520,23,1,75,2,142,35,8402,22,2,18,103,177,37,46,5,7,241,105,43,2,59,7,1610,3,228,12,3,82,724,72,10
06/14/2020,10,1,8,22,12,129,315,7154,1224,113,4,89,18,22,231,389,378,0,44,127,163,45,12,13,209,17,4,12,2,8,137,19,906,9076,11,209,104,19,109,11,779,91,19,6140,2765,25,19,37,84906,494,2,7,1,46,28,34,720,55,1849,41,15,1,1,278,4,13,16,174,861,9,17,524,23,1,76,2,142,38,8434,22,2,18,104,178,39,45,5,7,241,106,44,2,59,7,1626,3,231,12,3,83,737,72,10
06/15/2020,10,2,8,22,12,129,317,7175,1228,113,4,89,18,23,234,395,383,0,44,127,163,46,12,13,213,17,4,12,2,8,138,19,911,9123,11,209,103,19,112,11,782,92,19,6158,2774,28,20,39,85184,509,2,7,1,46,28,34,733,55,1856,42,15,1,1,278,4,13,16,174,861,9,17,525,23,1,76,2,143,38,8465,22,2,18,104,181,37,45,5,7,241,106,44,2,59,7,1662,3,231,13,3,86,737,72,10
06/16/2020,10,2,9,22,12,129,320,7223,1230,113,4,89,18,23,236,399,384,0,46,127,163,45,12,13,214,17,4,12,2,8,139,19,924,9147,11,212,103,19,111,11,783,95,19,6207,2785,29,20,39,85538,512,2,8,1,46,29,35,740,55,1864,42,15,1,1,279,4,13,16,174,861,9,17,537,24,1,76,2,143,38,8501,22,2,18,104,183,35,45,5,7,243,108,44,2,61,7,1668,3,231,14,3,87,749,72,10
06/17/2020,10,2,9,22,11,133,321,7246,1232,113,4,90,18,23,237,406,386,0,47,127,163,45,12,13,216,17,4,12,2,8,142,20,928,9154,11,213,100,19,109,14,786,98,19,6222,2806,31,20,39,85858,520,2,8,1,46,29,35,752,55,1872,41,16,1,1,279,4,13,16,174,861,9,17,542,24,1,78,2,145,39,8546,23,2,18,104,183,35,45,5,7,246,110,44,2,62,7,1698,3,233,14,3,89,755,71,10
06/18/2020,10,3,12,22,12,139,321,7286,1232,115,5,90,18,23,240,411,387,0,47,127,163,46,12,13,220,17,4,12,2,8,142,20,938,9221,11,214,100,19,110,17,791,104,19,6258,2824,31,18,42,86179,530,2,8,1,46,29,35,771,55,1884,41,15,1,1,279,4,13,16,174,861,10,18,546,24,1,79,3,146,40,8575,23,2,18,104,189,35,46,5,7,246,118,44,2,65,8,1716,3,236,14,3,91,761,72,10
06/19/2020,10,6,12,22,12,140,321,7342,1234,115,5,94,19,23,241,419,389,0,47,127,171,47,12,13,220,17,4,12,2,8,143,20,943,9244,12,216,101,19,111,16,793,109,19,6301,2824,32,18,42,86551,536,2,8,1,46,29,35,790,57,1891,42,15,1,1,278,4,13,16,183,1000,11,18,551,24,1,100,2,146,42,8611,23,2,18,104,188,36,47,6,7,246,119,44,2,65,8,1748,3,242,15,3,91,765,73,10
06/20/2020,10,6,12,22,12,141,322,7415,1234,117,5,94,19,23,241,424,389,0,49,128,171,48,12,13,223,17,4,12,2,8,143,20,946,9279,13,218,101,19,112,16,796,111,19,6317,2849,33,18,42,86885,536,2,8,1,46,29,38,802,57,1898,41,15,1,1,278,4,13,16,182,1000,11,20,554,24,1,99,2,146,42,8648,23,2,18,104,188,37,47,6,7,247,119,44,2,66,8,1772,3,249,19,3,92,770,74,10
06/21/2020,10,6,12,22,12,142,323,7461,1234,117,5,96,19,23,241,428,389,0,49,129,172,55,12,13,224,18,4,12,2,8,143,20,946,9326,13,218,101,20,113,17,807,112,19,6367,2884,33,19,42,87177,536,2,8,1,46,31,38,813,60,1911,41,15,1,1,278,4,13,16,182,1000,11,20,555,24,1,100,2,151,42,8684,23,2,18,104,190,37,47,6,7,251,119,44,2,66,8,1799,3,249,22,3,93,775,74,10
06/22/2020,10,7,12,25,12,142,324,7485,1241,117,5,96,19,23,244,434,391,0,50,129,173,57,12,14,224,18,4,12,2,8,143,20,949,9356,13,219,101,20,116,18,812,113,19,6398,2903,33,19,42,87424,547,2,8,1,46,33,38,816,60,1921,41,15,1,1,278,4,13,16,182,1000,11,20,556,24,1,100,2,151,42,8716,23,2,18,104,190,37,47,6,7,254,119,44,2,66,8,1799,3,248,22,3,93,781,75,10
06/23/2020,10,7,11,26,13,143,325,7514,1246,117,5,96,19,23,245,446,395,0,50,129,176,63,12,14,225,18,4,12,2,8,143,20,966,9411,13,220,101,20,116,18,822,115,19,6446,2916,33,19,42,87784,550,2,9,1,46,32,38,829,62,1922,41,15,1,1,278,4,13,16,182,1000,11,20,562,24,1,100,2,151,42,8742,23,2,18,104,191,38,47,6,7,253,121,44,2,67,8,1816,3,255,22,3,95,796,76,10
06/24/2020,10,7,12,26,15,144,325,7553,1255,119,6,96,21,23,245,447,400,0,50,130,178,67,12,14,224,18,4,12,2,8,144,20,971,9468,13,223,101,20,117,17,833,115,19,6480,2933,33,21,42,88138,554,2,9,1,46,33,39,852,63,1937,41,15,1,1,278,4,13,16,182,1000,11,21,560,24,1,117,2,154,43,8782,23,2,18,107,195,40,48,6,8,253,123,46,2,67,8,1869,3,257,22,3,99,806,77,10
06/25/2020,10,8,11,26,15,145,328,7597,1300,121,6,96,21,23,251,459,402,0,52,131,178,71,12,14,226,18,4,13,2,8,149,20,982,9514,13,226,101,20,118,19,841,119,19,6504,2947,34,21,42,88650,557,2,9,1,46,34,39,877,65,1949,41,16,1,1,278,4,13,16,181,1000,12,21,567,24,1,119,2,155,45,8829,23,2,18,105,199,40,50,7,8,254,123,46,2,67,8,1896,3,261,22,4,102,815,78,10
06/26/2020,10,8,11,27,15,151,329,7638,1342,123,6,96,22,23,252,463,405,0,54,133,180,76,12,14,229,18,4,13,3,8,155,20,985,9561,13,227,100,20,120,19,861,120,19,6542,2959,34,21,42,89068,558,2,9,1,46,35,40,892,65,1975,41,17,1,1,278,4,13,16,183,1053,12,21,568,24,1,121,2,155,45,8879,23,2,18,105,201,42,49,7,9,255,124,47,2,72,8,1921,3,265,22,4,104,832,78,10
06/27/2020,11,9,11,30,15,160,329,7656,1342,124,7,97,22,24,252,468,408,0,58,133,183,77,13,14,231,18,4,13,4,8,156,20,990,9608,13,227,100,20,123,19,913,120,19,6577,2992,34,21,43,89407,558,2,9,1,46,35,40,903,65,1991,41,17,1,1,279,4,13,16,183,1053,12,22,572,24,1,127,2,158,47,8922,23,2,18,106,205,42,51,8,10,256,126,49,2,74,9,1956,3,268,22,4,106,839,79,10
06/28/2020,11,9,11,30,15,160,329,7683,1342,124,7,97,22,24,252,476,411,0,65,135,183,83,13,15,233,18,4,13,4,8,156,20,990,9644,13,227,100,19,123,19,924,120,19,6608,3004,34,21,43,89755,558,2,9,1,46,35,42,917,65,1999,41,17,1,1,279,4,13,18,184,1053,12,22,577,25,1,127,2,161,48,8951,23,2,18,106,205,43,51,8,11,257,126,49,2,74,9,1956,3,268,22,4,113,847,83,10
06/29/2020,11,10,11,31,15,160,329,7729,1350,125,7,97,22,24,256,487,424,0,66,135,183,88,13,15,236,18,4,14,4,8,157,20,1001,9695,13,228,100,19,126,19,935,124,19,6635,3014,34,21,43,90122,565,2,9,1,46,35,42,931,65,2010,42,17,1,1,281,4,13,18,184,1053,13,22,579,25,1,129,2,161,50,8996,23,2,18,107,208,43,51,8,11,257,127,50,2,74,9,2039,3,268,22,4,114,854,86,10
06/30/2020,11,10,12,31,15,162,332,7750,1358,130,7,97,22,25,267,487,431,0,65,136,186,87,13,14,236,18,6,14,5,8,157,20,1008,9719,14,232,100,20,127,19,947,127,19,6686,3030,34,21,43,90536,574,2,9,1,46,35,42,939,65,2032,44,17,1,1,285,4,13,18,188,1053,14,22,586,29,1,129,2,164,52,9036,23,2,18,107,216,43,51,8,11,260,128,51,2,74,9,2086,3,270,22,4,115,866,84,10
07/01/2020,12,10,12,33,15,167,332,7792,1367,132,7,97,22,25,273,499,435,0,66,138,191,93,13,14,237,18,6,22,5,8,157,20,1013,9761,15,231,101,20,127,20,975,137,20,6744,3046,34,21,43,90911,586,2,9,1,46,35,44,960,66,2061,44,18,1,1,287,4,13,18,191,1053,14,22,595,29,1,130,2,170,52,9086,23,2,19,107,219,45,52,8,13,261,128,54,2,76,9,2133,3,274,22,5,120,890,88,10
07/02/2020,12,10,12,34,15,167,333,7817,1373,134,7,98,22,25,277,507,437,0,69,139,191,100,13,14,239,18,6,27,5,8,159,21,1021,9812,15,232,101,20,128,20,995,141,20,6801,3054,35,21,45,91381,593,2,9,1,46,35,45,974,66,2074,45,18,1,1,287,4,13,18,193,1057,14,22,595,29,1,133,2,170,53,9147,23,2,19,107,220,47,53,9,14,265,129,54,3,76,9,2167,3,275,22,5,121,905,90,10
07/03/2020,12,10,13,37,15,169,335,7858,1373,136,7,98,22,24,277,546,445,1,77,143,192,106,13,15,240,18,9,27,5,8,160,21,1029,9864,16,232,102,21,129,21,1019,146,21,6839,3067,35,22,45,91774,593,2,9,1,47,35,46,993,68,2088,46,19,1,1,287,4,13,19,193,1122,14,22,602,29,1,134,2,173,54,9209,23,2,19,106,224,50,54,9,15,267,130,56,3,76,9,2167,4,275,22,6,122,930,93,10
07/04/2020,16,10,17,37,15,171,336,7890,1373,137,7,101,22,24,277,551,446,1,77,143,193,113,16,15,241,18,11,28,5,8,161,21,1029,9919,17,234,102,23,129,20,1043,149,21,6883,3084,35,22,45,92240,593,2,9,1,47,35,45,1007,69,2103,48,19,1,1,288,4,13,19,194,1122,14,22,608,30,1,136,2,172,54,9276,23,2,19,106,225,52,55,10,15,273,130,56,3,76,9,2208,4,276,22,6,126,939,95,10
07/05/2020,16,10,18,38,16,173,339,7917,1373,140,7,101,22,24,277,559,450,1,78,143,195,122,16,15,242,18,12,29,6,8,162,21,1029,9954,18,235,102,23,130,20,1064,150,21,6923,3091,35,21,45,92532,593,2,9,1,47,35,46,1036,69,2115,48,19,1,1,288,4,13,19,195,1122,14,22,608,30,1,136,2,172,54,9315,23,2,19,107,226,52,58,10,15,277,130,57,3,79,9,2208,4,276,23,8,132,948,96,10
07/06/2020,17,10,19,40,15,177,340,7933,1383,147,7,103,23,25,290,567,457,1,79,145,196,131,16,15,242,18,12,31,6,8,164,20,1050,10007,18,236,102,25,137,20,1086,152,21,6957,3109,36,21,47,92781,611,2,9,1,47,35,47,1043,70,2196,49,19,1,1,288,4,13,19,196,1122,14,22,610,30,1,136,2,178,54,9364,23,3,19,107,228,52,58,11,15,285,130,58,3,79,9,2208,4,278,23,8,133,960,98,10
07/07/2020,17,11,19,40,15,176,340,7964,1390,149,8,104,23,26,291,574,470,1,79,147,200,134,17,15,243,18,12,34,6,8,167,20,1058,10044,18,238,102,25,137,20,1097,154,24,6996,3118,38,21,47,93053,616,2,8,1,47,36,47,1062,70,2211,56,19,1,1,288,7,13,19,195,1122,15,22,617,31,1,136,2,179,54,9395,23,4,19,107,233,53,60,12,15,289,132,58,4,80,10,2297,6,280,23,8,133,975,98,10
07/08/2020,24,16,19,41,16,185,343,7998,1390,149,8,104,23,26,294,583,483,1,82,147,199,139,17,18,244,18,16,36,6,8,168,21,1071,10104,18,241,104,25,141,20,1122,158,25,7077,3131,39,21,47,93496,621,2,8,1,47,37,49,1090,73,2246,59,19,1,1,291,7,13,19,195,1122,15,22,623,31,1,136,2,184,54,9457,24,4,19,111,237,53,61,12,15,292,132,59,5,79,10,2297,6,280,23,9,134,992,103,10
07/09/2020,24,16,20,42,16,187,345,7998,1438,152,8,104,23,28,305,609,501,1,85,147,203,142,19,21,244,18,16,40,7,8,170,23,1078,10185,18,242,103,28,147,21,1139,164,25,7137,3143,43,21,48,94005,630,2,8,1,47,38,49,1111,77,2274,64,19,1,1,292,8,13,20,196,1122,15,22,629,31,1,136,2,188,55,9507,23,4,19,113,239,54,62,12,15,301,132,60,5,79,11,2412,6,282,23,8,139,1010,103,10
07/10/2020,30,17,27,42,16,188,347,8028,1465,157,9,105,24,31,307,628,518,1,86,147,208,151,19,36,245,19,16,40,7,8,172,24,1084,10260,18,243,104,28,150,21,1163,167,25,7176,3161,46,21,49,94605,653,3,8,2,47,40,52,1134,77,2296,69,20,1,1,299,8,13,20,202,1132,16,22,630,35,1,137,2,190,55,9571,23,5,20,115,246,54,66,12,15,308,132,61,6,81,16,2471,7,282,23,9,145,1018,106,10
