date,Bent,Boulder,Conejos,Crowley,Delta,El Paso,Elbert,Gunnison,Hinsdale,Huerfano,Kit Carson,Larimer,Lincoln,Logan,Mineral,Moffat,Montrose,Otero,Pueblo,San Miguel,Adams,Broomfield,Custer,Douglas,Routt,Yuma,Alamosa,Archuleta,Chaffee,Eagle,Garfield,Grand,Jefferson,Las Animas,Park,Prowers,Rio Grande,Saguache,Teller,Unknown,Weld,Cheyenne,Costilla,Denver,Fremont,Gilpin,Jackson,La Plata,Lake,Mesa,Morgan,Ouray,Phillips,Pitkin,Rio Blanco,San Juan,Summit,Washington,Clear Creek,Montezuma,Baca,Arapahoe
06/03/2020,2,995,2,64,72,1778,53,178,3,3,26,606,3,621,2,8,181,20,300,24,3379,245,2,733,62,40,84,8,76,599,150,15,2294,5,23,15,36,90,33,0,2521,5,6,5917,26,4,0,82,32,56,635,8,14,59,1,1,237,41,17,46,12,4496
06/04/2020,2,1004,3,64,72,1788,53,178,3,3,30,610,3,624,2,8,182,21,302,24,3458,251,2,746,62,42,84,8,76,599,157,15,2310,5,23,15,38,89,33,0,2534,5,6,5977,26,4,0,82,34,59,638,8,14,59,1,1,239,42,17,46,12,4553
06/05/2020,2,1008,4,66,72,1802,53,178,3,3,30,613,3,627,2,8,183,21,306,23,3515,252,2,751,62,43,87,8,77,603,158,15,2343,5,23,15,40,92,33,0,2540,5,6,6041,26,4,0,82,35,60,641,8,14,59,1,1,239,42,17,46,12,4591
06/06/2020,2,1011,4,66,74,1817,54,178,3,3,30,616,3,630,2,8,185,21,313,23,3552,253,2,753,62,44,90,8,78,607,161,15,2370,5,23,15,43,93,34,0,2566,5,7,6079,26,5,0,82,36,62,641,8,14,60,1,1,243,42,17,50,12,4626
06/07/2020,3,1016,5,66,76,1834,54,179,3,3,30,619,3,631,2,8,188,21,320,23,3575,255,2,756,62,45,94,8,78,608,162,15,2373,5,23,15,45,93,34,0,2583,5,8,6106,26,5,0,82,37,62,644,8,14,59,1,1,248,43,17,57,12,4637
06/08/2020,3,1022,5,66,76,1862,56,180,3,3,30,628,3,631,2,8,190,22,320,23,3605,256,2,757,62,48,95,8,78,610,164,15,2384,5,23,16,46,94,36,0,2598,5,8,6138,26,5,0,82,38,62,645,8,15,61,1,1,247,43,17,57,12,4663
06/09/2020,3,1027,5,66,76,1880,57,181,3,3,30,632,3,631,2,8,190,22,323,23,3627,258,2,764,62,48,101,8,78,612,166,15,2398,6,23,16,47,94,37,0,2604,5,8,6176,26,5,0,84,38,64,644,8,15,62,1,1,248,43,17,58,12,4687
06/10/2020,3,1031,5,66,76,1888,54,181,3,3,30,636,3,631,2,8,190,22,324,23,3643,258,2,771,63,48,107,8,78,615,171,15,2424,6,24,16,48,95,37,0,2616,5,10,6204,26,5,0,84,38,65,644,8,15,63,1,1,252,43,17,58,12,4709
06/11/2020,3,1040,5,66,76,1907,54,181,3,3,30,635,3,632,2,8,191,22,326,23,3663,259,2,779,64,47,112,8,78,617,176,15,2436,6,23,17,51,95,37,0,2629,5,12,6232,26,5,0,84,38,65,645,8,15,64,1,1,253,44,17,58,12,4723
06/12/2020,3,1049,5,66,76,1920,54,181,3,3,30,637,3,632,2,8,191,22,332,23,3698,261,2,790,64,47,114,8,78,621,177,15,2445,6,23,17,53,97,38,0,2646,5,12,6257,26,6,0,84,38,66,645,8,15,63,1,1,254,44,17,59,12,4754
06/13/2020,3,1065,5,66,76,1925,54,181,3,3,30,641,3,632,2,8,194,22,346,24,3729,264,2,794,64,47,116,8,78,623,181,15,2458,6,23,16,53,97,38,0,2652,5,14,6301,29,6,0,84,38,66,646,8,15,65,1,1,256,44,17,59,12,4788
06/14/2020,3,1070,5,67,77,1932,54,181,3,3,31,647,3,633,2,8,195,22,352,24,3743,264,2,801,64,48,118,8,78,625,184,16,2458,6,23,16,53,98,38,0,2656,5,14,6330,29,6,0,84,39,69,646,8,15,65,1,1,256,44,17,60,12,4803
06/15/2020,3,1088,5,68,78,1941,54,181,3,3,31,652,3,633,2,8,195,22,352,24,3759,265,2,807,63,49,127,8,78,626,193,17,2466,7,23,16,54,99,38,0,2666,5,15,6376,29,6,0,85,39,72,646,8,15,67,1,1,257,44,17,62,12,4818
06/16/2020,3,1100,7,68,78,1960,54,182,3,3,31,659,3,633,2,8,197,22,351,25,3771,268,2,815,63,49,129,8,78,628,195,17,2477,7,23,16,55,99,39,0,2671,5,15,6401,29,6,0,86,39,81,646,8,15,72,2,1,258,44,17,65,12,4826
06/17/2020,3,1137,7,68,79,2001,54,182,3,3,31,658,3,634,2,8,198,22,351,25,3791,270,2,820,63,49,130,8,78,632,199,17,2488,7,23,16,57,99,39,0,2693,5,15,6445,30,6,0,85,40,73,646,8,15,75,2,1,262,44,18,65,12,4861
06/18/2020,3,1173,7,68,80,2024,54,181,3,3,31,661,3,634,2,9,198,22,351,28,3819,271,2,825,63,49,140,8,78,633,205,17,2508,7,23,16,57,98,39,0,2698,5,17,6493,30,6,0,86,42,77,647,9,15,78,2,1,262,44,18,66,12,4885
06/19/2020,3,1211,10,68,80,2063,54,182,3,3,31,668,3,635,2,9,198,22,351,28,3852,274,2,831,63,49,150,8,78,639,214,18,2522,7,23,16,62,100,39,0,2705,5,17,6565,30,6,0,85,46,78,649,9,15,80,2,1,262,44,18,67,12,4905
06/20/2020,3,1228,12,68,80,2079,54,182,3,4,31,673,3,635,2,9,199,22,355,28,3872,277,2,839,63,49,159,8,78,641,217,18,2526,7,23,16,63,100,39,0,2714,5,17,6603,30,6,0,86,46,79,649,10,15,80,2,1,262,44,18,67,12,4921
06/21/2020,3,1243,12,68,80,2101,54,182,3,4,31,680,4,635,2,9,200,22,357,28,3909,278,2,852,64,50,168,8,78,649,222,19,2532,8,24,16,64,100,39,0,2721,5,17,6630,31,6,0,86,48,79,649,10,15,80,2,1,262,44,18,67,12,4941
06/22/2020,4,1259,12,69,80,2113,54,182,3,4,31,680,4,635,2,9,201,22,358,28,3932,280,2,864,65,50,169,8,78,656,224,18,2543,8,25,16,65,99,40,0,2724,5,17,6663,31,6,0,86,48,80,649,10,15,80,2,1,263,44,18,68,12,4975
06/23/2020,4,1282,12,69,80,2139,54,184,3,4,31,683,4,635,3,9,201,22,358,32,3941,282,2,869,67,50,175,9,78,660,236,18,2555,7,26,16,66,99,40,0,2730,5,18,6700,31,6,0,88,48,85,649,10,15,85,2,1,264,44,18,68,12,4993
06/24/2020,4,1305,12,69,81,2173,54,186,3,4,31,686,4,635,3,9,201,22,368,32,3971,284,2,873,67,51,177,8,78,665,243,18,2569,8,27,16,67,99,40,0,2746,5,18,6775,31,6,0,89,48,85,649,10,15,86,2,1,264,44,18,68,12,5022
06/25/2020,4,1321,12,69,81,2220,55,186,3,4,31,692,4,635,5,9,202,22,369,34,4013,287,2,895,69,51,178,8,78,670,252,18,2594,7,27,17,70,100,41,0,2757,5,20,6835,32,7,1,90,50,87,649,10,15,91,3,1,265,44,18,69,13,5066
06/26/2020,4,1336,12,70,82,2266,56,186,3,4,31,701,4,636,5,10,203,22,372,35,4058,291,2,911,70,51,181,8,77,680,260,18,2616,7,27,17,72,100,41,0,2773,5,20,6901,33,7,1,94,50,88,650,10,15,93,3,1,267,44,18,69,13,5100
06/27/2020,4,1347,13,70,82,2296,56,186,3,4,31,713,4,636,5,10,203,22,378,35,4093,291,2,922,71,51,184,8,77,685,266,18,2633,7,27,18,73,100,41,0,2783,5,20,6947,34,7,1,94,50,89,651,10,15,92,3,1,267,44,18,70,13,5127
06/28/2020,4,1360,13,70,82,2327,57,186,3,4,31,718,4,637,5,10,204,22,383,36,4148,295,2,939,72,51,187,8,78,686,273,19,2656,7,27,19,73,102,41,0,2788,5,20,7007,36,7,1,101,51,89,652,10,16,93,3,1,269,44,18,70,13,5157
06/29/2020,4,1367,13,70,82,2360,57,186,3,4,31,723,4,637,5,10,205,22,385,37,4170,297,2,946,73,52,188,8,78,688,277,21,2671,7,27,20,74,102,41,0,2798,5,20,7065,36,7,1,106,51,95,652,10,16,94,3,1,269,44,18,71,14,5172
06/30/2020,4,1384,13,70,83,2374,57,187,3,4,32,736,4,637,7,14,207,22,390,37,4185,298,2,951,73,52,191,8,77,692,298,21,2682,9,27,20,76,102,41,0,2802,5,21,7091,36,7,2,112,51,96,652,11,16,99,4,2,269,45,19,72,14,5202
07/01/2020,4,1401,13,70,84,2431,57,188,3,4,33,747,4,638,7,14,207,22,393,39,4226,301,2,964,75,52,197,8,77,693,300,21,2711,9,27,21,76,102,41,0,2823,5,21,7149,37,7,2,116,51,96,653,11,16,99,4,2,274,45,19,72,14,5234
07/02/2020,4,1414,15,70,83,2474,57,188,3,4,33,757,4,638,7,13,208,22,393,39,4267,307,2,984,75,52,199,9,77,697,303,21,2746,9,27,21,78,102,41,0,2839,5,22,7228,38,7,2,116,51,102,654,11,16,102,4,2,276,46,19,71,14,5267
07/03/2020,5,1424,15,70,83,2525,57,188,3,4,33,777,4,638,9,13,209,22,396,39,4293,307,2,993,76,52,199,9,77,700,313,21,2764,9,27,24,79,102,42,0,2854,5,22,7282,38,7,2,117,51,109,654,11,16,102,4,2,277,46,19,72,14,5300
07/04/2020,5,1432,15,71,84,2621,57,189,3,4,33,791,4,640,9,13,208,22,404,39,4322,312,2,1006,77,53,200,10,77,701,318,21,2776,9,27,24,79,102,43,0,2862,5,22,7319,40,7,2,121,52,113,655,12,16,104,4,2,278,46,21,73,14,5329
07/05/2020,5,1436,15,71,84,2659,57,189,3,4,33,803,4,640,9,13,208,22,407,39,4362,314,2,1013,77,53,200,10,77,705,319,21,2788,9,27,29,80,102,43,0,2871,5,22,7344,40,8,2,123,52,118,655,12,16,105,4,2,281,46,21,73,14,5354
07/06/2020,5,1453,15,71,83,2703,58,189,3,4,33,808,4,640,11,13,210,22,408,39,4400,316,2,1019,78,53,200,11,78,709,317,21,2801,9,28,29,80,102,43,0,2886,5,22,7392,41,8,2,122,52,119,655,12,16,105,4,2,281,46,21,74,14,5369
07/07/2020,4,1463,15,71,84,2733,60,189,3,4,33,818,4,640,13,13,211,22,411,39,4478,320,2,1042,78,53,202,11,78,715,326,23,2842,9,28,30,80,102,52,0,2903,5,22,7477,41,8,2,127,51,121,655,12,16,108,4,2,286,46,21,74,14,5421
07/08/2020,4,1479,15,71,84,2806,60,190,3,4,35,843,4,640,14,13,213,22,416,41,4546,324,3,1056,79,54,203,12,81,732,339,23,2887,9,32,32,80,103,52,0,2930,5,22,7563,41,8,2,130,52,125,655,12,16,111,4,2,288,46,21,75,14,5459
07/09/2020,4,1492,15,71,83,2871,60,190,3,4,35,869,4,640,15,14,214,22,417,43,4588,333,3,1078,79,54,204,12,81,738,349,23,2922,10,32,33,80,103,53,0,2961,5,22,7651,41,8,2,130,52,129,655,12,16,117,4,2,289,46,21,76,14,5510
07/10/2020,4,1503,17,71,84,2953,61,192,3,4,36,884,4,641,15,15,216,22,422,45,4669,336,3,1120,81,54,204,12,82,758,379,26,2970,9,33,36,80,103,59,0,2987,5,22,7759,42,8,7,133,53,137,656,12,16,124,6,2,294,46,21,77,14,5583
